chr,Symbol
chr19,Chuk
chr19,Clcf1
chr19,Cnih2
chr19,Cnnm1
chr19,Cnnm2
chr19,Cntf
chr19,Col17a1
chr19,Coro1b
chr19,Cox8a
chr19,Cox15
chr19,Cpeb3
chr19,Cpn1
chr19,Cpsf7
chr19,Cpt1a
chr19,Crtac1
chr19,Csf2ra
chr19,Cst6
chr19,Cstf2t
chr19,Ctsf
chr19,Ctsw
chr19,Cuedc2
chr19,Cutc
chr19,Cwf19l1
chr19,Cyb561a3
chr19,Cyp2c29
chr19,Cyp2c37
chr19,Cyp2c38
chr19,Cyp2c39
chr19,Cyp2c40
chr19,Cyp2c44
chr19,Cyp2c50
chr19,Cyp2c53-ps
chr19,Cyp2c54
chr19,Cyp2c55
chr19,Cyp2c65
chr19,Cyp2c66
chr19,Cyp2c67
chr19,Cyp2c68
chr19,Cyp2c69
chr19,Cyp2c70
chr19,Cyp17a1
chr19,Cyp26a1
chr19,Cyp26c1
chr19,D19Bwg1357e
chr19,D030056L22Rik
chr19,D930032P07Rik
chr19,Dagla
chr19,Dak
chr19,Dclre1a
chr19,Ddb1
chr19,Dkk1
chr19,Dmrt1
chr19,Dmrt2
chr19,Dmrt3
chr19,Dnajc4
chr19,Dnmbp
chr19,Dntt
chr19,Doc2g
chr19,Dock8
chr19,Dpcd
chr19,Dpf2
chr19,Dpp3
chr19,Drap1
chr19,Dtx4
chr19,Dusp5
chr19,E030024N20Rik
chr19,E030044B06Rik
chr19,E330013P04Rik
chr19,Eef1g
chr19,Efemp2
chr19,Ehbp1l1
chr19,Ehd1
chr19,Eif1ad
chr19,Eif3a
chr19,Elovl3
chr19,Eml3
chr19,Emx2
chr19,Emx2os
chr19,Eno4
chr19,Entpd1
chr19,Entpd7
chr19,Erlin1
chr19,Ermp1
chr19,Esrra
chr19,Exoc6
chr19,Exosc1
chr19,Fads1
chr19,Fads2
chr19,Fads3
chr19,Fam45a
chr19,Fam89b
chr19,Fam111a
chr19,Fam122a
chr19,Fam160b1
chr19,Fam178a
chr19,Fam189a2
chr19,Fam204a
chr19,Fas
chr19,Fau
chr19,Fbxl15
chr19,Fbxw4
chr19,Fen1
chr19,Fermt3
chr19,Ffar4
chr19,Fgf8
chr19,Fgfbp3
chr19,Fibp
chr19,Fkbp2
chr19,Flrt1
chr19,Fosl1
chr19,Foxb2
chr19,Foxd4
chr19,Fra10ac1
chr19,Frat1
chr19,Frat2
chr19,Frmd8
chr19,Frmd8os
chr19,Fth1
chr19,Fxn
chr19,Gal
chr19,Gal3st3
chr19,Ganab
chr19,Gbf1
chr19,Gcnt1
chr19,Gda
chr19,Gfra1
chr19,Gif
chr19,Gldc
chr19,Glis3
chr19,Glyat
chr19,Gm340
chr19,Gm815
chr19,Gm960
chr19,Gm2617
chr19,Gm3329
chr19,Gm3443
chr19,Gm4219
chr19,Gm4952
chr19,Gm5097
chr19,Gm5244
chr19,Gm5248
chr19,Gm5510
chr19,Gm5513
chr19,Gm5514
chr19,Gm5518
chr19,Gm5519
chr19,Gm5822
chr19,Gm6020
chr19,Gm6293
chr19,Gm6365
chr19,Gm6425
chr19,Gm6563
chr19,Gm6684
chr19,Gm6776
chr19,Gm6788
chr19,Gm6807
chr19,Gm6967
chr19,Gm6970
chr19,Gm6990
chr19,Gm7102
chr19,Gm7237
chr19,Gm8034
chr19,Gm8250
chr19,Gm8369
chr19,Gm8412
chr19,Gm8783
chr19,Gm8825
chr19,Gm8974
chr19,Gm8975
chr19,Gm8978
chr19,Gm8980
chr19,Gm8988
chr19,Gm9493
chr19,Gm9529
chr19,Gm9750
chr19,Gm9788
chr19,Gm9806
chr19,Gm9938
chr19,Gm10053
chr19,Gm10136
chr19,Gm10143
chr19,Gm10197
chr19,Gm10212
chr19,Gm10814
chr19,Gm10819
chr19,Gm14446
chr19,Gm14963
chr19,Gm14964
chr19,Gm14965
chr19,Gm14966
chr19,Gm14967
chr19,Gm14968
chr19,Gm15491
chr19,Gm15801
chr19,Gm15959
chr19,Gm15962
chr19,Gm15967
chr19,Gm15968
chr19,Gm16027
chr19,Gm16066
chr19,Gm16068
chr19,Gm16216
chr19,Gm16244
chr19,Gm16274
chr19,Gm16277
chr19,Gm16298
chr19,Gm16299
chr19,Gm16312
chr19,Gm16437
chr19,Gm16470
chr19,Gm16538
chr19,Gm16541
chr19,Gm16726
chr19,Gm17068
chr19,Gm17150
chr19,Gm17197
chr19,Gm17203
chr19,Gm17227
chr19,Gm17552
chr19,Gm17800
chr19,Gm19557
chr19,Gm20395
chr19,Gm20407
chr19,Gm20417
chr19,Gm20467
chr19,Gm20538
chr19,Gm20616
chr19,Gm21060
chr19,Gm21542
chr19,Gm21743
chr19,Gm21844
chr19,Gm21992
chr19,Gm22082
chr19,Gm22113
chr19,Gm22135
chr19,Gm22144
chr19,Gm22240
chr19,Gm22271
chr19,Gm22272
chr19,Gm22323
chr19,Gm22365
chr19,Gm22369
chr19,Gm22443
chr19,Gm22482
chr19,Gm22506
chr19,Gm22520
chr19,Gm22561
chr19,Gm22601
chr19,Gm22646
chr19,Gm22680
chr19,Gm22684
chr19,Gm22714
chr19,Gm22744
chr19,Gm22820
chr19,Gm22853
chr19,Gm22880
chr19,Gm23026
chr19,Gm23060
chr19,Gm23061
chr19,Gm23063
chr19,Gm23075
chr19,Gm23095
chr19,Gm23113
chr19,Gm23140
chr19,Gm23170
chr19,Gm23238
chr19,Gm23246
chr19,Gm23300
chr19,Gm23334
chr19,Gm23426
chr19,Gm23658
chr19,Gm23800
chr19,Gm23857
chr19,Gm23918
chr19,Gm23927
chr19,Gm23931
chr19,Gm23940
chr19,Gm23997
chr19,Gm24006
chr19,Gm24108
chr19,Gm24124
chr19,Gm24190
chr19,Gm24252
chr19,Gm24263
chr19,Gm24319
chr19,Gm24336
chr19,Gm24400
chr19,Gm24452
chr19,Gm24453
chr19,Gm24484
chr19,Gm24521
chr19,Gm24543
chr19,Gm24599
chr19,Gm24610
chr19,Gm24724
chr19,Gm24782
chr19,Gm24805
chr19,Gm24883
chr19,Gm24930
chr19,Gm24951
chr19,Gm25176
chr19,Gm25216
chr19,Gm25238
chr19,Gm25268
chr19,Gm25334
chr19,Gm25431
chr19,Gm25432
chr19,Gm25437
chr19,Gm25443
chr19,Gm25482
chr19,Gm25611
chr19,Gm25644
chr19,Gm25659
chr19,Gm25822
chr19,Gm25838
chr19,Gm25855
chr19,Gm25894
chr19,Gm26026
chr19,Gm26046
chr19,Gm26085
chr19,Gm26115
chr19,Gm26158
chr19,Gm26183
chr19,Gm26207
chr19,Gm26339
chr19,Gm26460
chr19,Gm26629
chr19,Gm26644
chr19,Gm26792
chr19,Gm26859
chr19,Gm26864
chr19,Gm26874
chr19,Gm26902
chr19,Gm26942
chr19,Gm26993
chr19,Gm27042
chr19,Gm27151
chr19,Gm27440
chr19,Gm27468
chr19,Gm27476
chr19,Gm27505
chr19,Gm27533
chr19,Gm27694
chr19,Gm27702
chr19,Gm27749
chr19,Gm27796
chr19,Gm27818
chr19,Gm27935
chr19,Gm27970
chr19,Gm28006
chr19,Gna14
chr19,Gnaq
chr19,Gng3
chr19,Golga7b
chr19,Got1
chr19,Gpam
chr19,Gpha2
chr19,Gpr137
chr19,Gpr152
chr19,Grk5
chr19,Gsto1
chr19,Gsto2
chr19,Gstp1
chr19,Gstp2
chr19,Gucy2g
chr19,Habp2
chr19,Hectd2
chr19,Hells
chr19,Hhex
chr19,Hif1an
chr19,Hmgb1-ps4
chr19,Hnrnpul2
chr19,Hoga1
chr19,Hps1
chr19,Hps6
chr19,Hpse2
chr19,Hrasls5
chr19,Hspa12a
chr19,Htr7
chr19,I830012O16Rik
chr19,I830134H01Rik
chr19,Ide
chr19,Ifit1
chr19,Ifit2
chr19,Ifit3
chr19,Ighmbp2
chr19,Il33
chr19,Ina
chr19,Incenp
chr19,Ins1
chr19,Insl6
chr19,Ints5
chr19,Jak2
chr19,Kank1
chr19,Kat5
chr19,Kazald1
chr19,Kcnip2
chr19,Kcnk4
chr19,Kcnk7
chr19,Kcnk18
chr19,Kcnv2
chr19,Kdm2a
chr19,Keg1
chr19,Kif11
chr19,Kif20b
chr19,Klc2
chr19,Klf9
chr19,Lbx1
chr19,Lcor
chr19,Ldb1
chr19,Lgals12
chr19,Lgi1
chr19,Lipa
chr19,Lipf
chr19,Lipk
chr19,Lipm
chr19,Lipn
chr19,Lipo1
chr19,Lipo2
chr19,Lipo4
chr19,Loxl4
chr19,Lpxn
chr19,Lrfn4
chr19,Lrp5
chr19,Lrrc10b
chr19,Lrrn4cl
chr19,Ltbp3
chr19,Lzts2
chr19,Macrod1
chr19,Malat1
chr19,Mamdc2
chr19,Map3k11
chr19,Map4k2
chr19,5-Mar
chr19,Mark2
chr19,Marveld1
chr19,Mbl2
chr19,Men1
chr19,Mgea5
chr19,Minpp1
chr19,Mir101b
chr19,Mir107
chr19,Mir146b
chr19,Mir192
chr19,Mir194-2
chr19,Mir204
chr19,Mir496b
chr19,Mir1192
chr19,Mir1950
chr19,Mir3085
chr19,Mir3086
chr19,Mir5114
chr19,Mir5136
chr19,Mir5623
chr19,Mir6405
chr19,Mir6407
chr19,Mir6715
chr19,Mir6984
chr19,Mir6985
chr19,Mir6986
chr19,Mir6987
chr19,Mir6988
chr19,Mir6989
chr19,Mir6990
chr19,Mir6991
chr19,Mir6992
chr19,Mir6993
chr19,Mir6995
chr19,Mir8090
chr19,Mir8091
chr19,Mir8092
chr19,Mlana
chr19,Mms19
chr19,Morn4
chr19,Mpeg1
chr19,Mrpl11
chr19,Mrpl16
chr19,Mrpl21
chr19,Mrpl43
chr19,Mrpl49
chr19,Ms4a1
chr19,Ms4a2
chr19,Ms4a3
chr19,Ms4a4a
chr19,Ms4a4b
chr19,Ms4a4c
chr19,Ms4a4d
chr19,Ms4a5
chr19,Ms4a6b
chr19,Ms4a6c
chr19,Ms4a6d
chr19,Ms4a7
chr19,Ms4a8a
chr19,Ms4a10
chr19,Ms4a12
chr19,Ms4a13
chr19,Ms4a14
chr19,Ms4a15
chr19,Ms4a18
chr19,Mta2
chr19,Mtl5
chr19,Mus81
chr19,Mxi1
chr19,Myof
chr19,Myrf
chr19,Naa40
chr19,Naaladl1
chr19,Nanos1
chr19,Ndufb8
chr19,Ndufs8
chr19,Ndufv1
chr19,Neat1
chr19,Neurl1a
chr19,Nfkb2
chr19,Nhlrc2
chr19,Nkx2-3
chr19,Nmrk1
chr19,Noc3l
chr19,Nolc1
chr19,Npas4
chr19,Npm3
chr19,Nrap
chr19,Nrxn2
chr19,Nt5c2
chr19,Nudt8
chr19,Nudt22
chr19,Nutf2-ps1
chr19,Nxf1
chr19,Obfc1
chr19,Olfr76
chr19,Olfr235
chr19,Olfr262
chr19,Olfr1417
chr19,Olfr1418
chr19,Olfr1419
chr19,Olfr1420
chr19,Olfr1423
chr19,Olfr1424
chr19,Olfr1425
chr19,Olfr1426
chr19,Olfr1427
chr19,Olfr1428
chr19,Olfr1431
chr19,Olfr1432
chr19,Olfr1433
chr19,Olfr1436
chr19,Olfr1437
chr19,Olfr1440
chr19,Olfr1441
chr19,Olfr1442
chr19,Olfr1443
chr19,Olfr1444
chr19,Olfr1445
chr19,Olfr1446
chr19,Olfr1447
chr19,Olfr1448
chr19,Olfr1449
chr19,Olfr1450
chr19,Olfr1451
chr19,Olfr1452-ps1
chr19,Olfr1453
chr19,Olfr1454
chr19,Olfr1456-ps1
chr19,Olfr1457
chr19,Olfr1458
chr19,Olfr1459
chr19,Olfr1461
chr19,Olfr1462
chr19,Olfr1463
chr19,Olfr1465
chr19,Olfr1466
chr19,Olfr1467
chr19,Olfr1469
chr19,Olfr1471
chr19,Olfr1472
chr19,Olfr1474
chr19,Olfr1475
chr19,Olfr1477
chr19,Olfr1480
chr19,Olfr1484
chr19,Olfr1487
chr19,Olfr1489
chr19,Olfr1490
chr19,Olfr1491
chr19,Olfr1494
chr19,Olfr1495
chr19,Olfr1496
chr19,Olfr1497
chr19,Olfr1499
chr19,Olfr1500
chr19,Olfr1501
chr19,Olfr1502
chr19,Olfr1503-ps1
chr19,Olfr1504
chr19,Olfr1505
chr19,Oosp1
chr19,Oosp2
chr19,Oosp3
chr19,Opalin
chr19,Osbp
chr19,Ostf1
chr19,Otub1
chr19,Ovol1
chr19,Pacs1
chr19,Pank1
chr19,Papss2
chr19,Patl1
chr19,Pax2
chr19,Pcgf5
chr19,Pcgf6
chr19,Pcna-ps2
chr19,Pcnxl3
chr19,Pcsk5
chr19,Pcx
chr19,Pdcd1lg2
chr19,Pdcd4
chr19,Pdcd11
chr19,Pde6c
chr19,Pdlim1
chr19,Pdzd7
chr19,Pdzd8
chr19,Peli3
chr19,Peo1
chr19,Pfpl
chr19,Pga5
chr19,Pgam1
chr19,Pgm5
chr19,Pi4k2a
chr19,Pik3ap1
chr19,Pip5k1b
chr19,Pip5k1bos
chr19,Pitpnm1
chr19,Pitx3
chr19,Pkd2l1
chr19,Pla2g16
chr19,Plcb3
chr19,Plce1
chr19,Plekhs1
chr19,Plgrkt
chr19,Pnlip
chr19,Pnliprp1
chr19,Pnliprp2
chr19,Pola2
chr19,Pold4
chr19,Poll
chr19,Polr2g
chr19,Ppapdc2
chr19,Ppp1ca
chr19,Ppp1r2-ps3
chr19,Ppp1r3c
chr19,Ppp1r14b
chr19,Ppp1r32
chr19,Ppp2r5b
chr19,Ppp6r3
chr19,Pprc1
chr19,Prdx3
chr19,Prdx5
chr19,Prkg1
chr19,Prlhr
chr19,Prpf19
chr19,Prune2
chr19,Psat1
chr19,Psd
chr19,Ptar1
chr19,Pten
chr19,Ptgdr2
chr19,Ptprcap
chr19,Pygm
chr19,Pyroxd2
chr19,R3hcc1l
chr19,RP23-12D3.5
chr19,RP23-16C24.1
chr19,RP23-18G1.2
chr19,RP23-32C18.2
chr19,RP23-32C18.3
chr19,RP23-32C18.4
chr19,RP23-32C18.5
chr19,RP23-52N2.4
chr19,RP23-62I23.3
chr19,RP23-76E22.1
chr19,RP23-82C19.2
chr19,RP23-103C10.3
chr19,RP23-107E10.1
chr19,RP23-135H14.1
chr19,RP23-159D6.1
chr19,RP23-188J8.2
chr19,RP23-188J8.3
chr19,RP23-188J8.4
chr19,RP23-188J8.5
chr19,RP23-221A9.2
chr19,RP23-292H20.1
chr19,RP23-359O14.2
chr19,RP23-391B20.4
chr19,RP23-446G23.1
chr19,RP24-210C4.1
chr19,RP24-229N16.1
chr19,RP24-268P11.1
chr19,RP24-319M18.1
chr19,RP24-512H17.3
chr19,RP24-512H17.5
chr19,Rab1b
chr19,Rab3il1
chr19,Rab11b-ps2
chr19,Rab11fip2
chr19,Rad9a
chr19,Ranbp6
chr19,Rasgrp2
chr19,Rbm4
chr19,Rbm4b
chr19,Rbm14
chr19,Rbm20
chr19,Rbp4
chr19,Rce1
chr19,Rcl1
chr19,Rcor2
chr19,Rela
chr19,Rfk
chr19,Rfx3
chr19,Rhod
chr19,Rin1
chr19,Rln1
chr19,Rnaseh2c
chr19,Rnls
chr19,Rom1
chr19,Rorb
chr19,Rpl9-ps6
chr19,Rpl10-ps6
chr19,Rpl13a-ps1
chr19,Rpl31-ps18
chr19,Rpl31-ps20
chr19,Rpp30
chr19,Rps6ka4
chr19,Rps6kb2
chr19,Rps12-ps3
chr19,Rps15a-ps2
chr19,Rrp12
chr19,Rtn3
chr19,Sac3d1
chr19,Sart1
chr19,Scd1
chr19,Scd2
chr19,Scd3
chr19,Scd4
chr19,Scgb1a1
chr19,Scgb2a2
chr19,Scyl1
chr19,Sdhaf2
chr19,Sec31b
chr19,Sema4g
chr19,Sf1
chr19,Sf3b2
chr19,Sfr1
chr19,Sfrp5
chr19,Sfxn2
chr19,Sfxn3
chr19,Sfxn4
chr19,Sgms1
chr19,Sh3pxd2a
chr19,Shoc2
chr19,Sipa1
chr19,Slc1a1
chr19,Slc3a2
chr19,Slc15a3
chr19,Slc16a12
chr19,Slc18a2
chr19,Slc22a6
chr19,Slc22a8
chr19,Slc22a12
chr19,Slc22a19
chr19,Slc22a20
chr19,Slc22a26
chr19,Slc22a27
chr19,Slc22a28
chr19,Slc22a29
chr19,Slc22a30
chr19,Slc25a28
chr19,Slc25a45
chr19,Slc29a2
chr19,Slc35g1
chr19,Slit1
chr19,Slk
chr19,Smarca2
chr19,Smc3
chr19,Smc5
chr19,Smndc1
chr19,Snhg1
chr19,Snora19
chr19,Snord22
chr19,Snx15
chr19,Snx32
chr19,Sorbs1
chr19,Sorcs1
chr19,Sorcs3
chr19,Sptbn2
chr19,Ssh3
chr19,Sssca1
chr19,Stambpl1
chr19,Stip1
chr19,Stx3
chr19,Stx5a
chr19,Stxbp3b
chr19,Sufu
chr19,Suv420h1
chr19,Syt7
chr19,Syt12
chr19,Syvn1
chr19,Taf5
chr19,Taf6l
chr19,Tbc1d10c
chr19,Tbc1d12
chr19,Tbx10
chr19,Tcf7l2
chr19,Tcirg1
chr19,Tctn3
chr19,Tdrd1
chr19,Tectb
chr19,Tex40
chr19,Tigd3
chr19,Tjp2
chr19,Tle4
chr19,Tll2
chr19,Tlx1
chr19,Tlx1os
chr19,Tm7sf2
chr19,Tm9sf3
chr19,Tmc1
chr19,Tmem2
chr19,Tmem109
chr19,Tmem132a
chr19,Tmem134
chr19,Tmem138
chr19,Tmem151a
chr19,Tmem180
chr19,Tmem216
chr19,Tmem252
chr19,Tmem258
chr19,Tnks2
chr19,Trim8
chr19,Trmt112
chr19,Trpd52l3
chr19,Trpm3
chr19,Trpm6
chr19,Trpt1
chr19,Trub1
chr19,Tsga10ip
chr19,Ttc9c
chr19,Tut1
chr19,Ubtd1
chr19,Ubxn1
chr19,Uhrf2
chr19,Unc93b1
chr19,Usmg5
chr19,Vax1
chr19,Vegfb
chr19,Vldlr
chr19,Vps13a
chr19,Vps37c
chr19,Vps51
chr19,Vti1a
chr19,Vwa2
chr19,Vwce
chr19,Wbp1l
chr19,Wdr74
chr19,Wdr96
chr19,Wnt8b
chr19,Xpnpep1
chr19,Yif1a
chr19,Zbtb3
chr19,Zdhhc6
chr19,Zdhhc16
chr19,Zdhhc24
chr19,Zfand5
chr19,Zfp91
chr19,Zfp518a
chr19,Zfpl1
chr19,Zfyve27
chr19,Znhit2
chr19,Zp1
chr19,n-R5s19
chr19,n-R5s21
chrX,1110012L19Rik
chrX,1600014K23Rik
chrX,1600025M17Rik
chrX,1700003E24Rik
chrX,1700008I05Rik
chrX,1700010D01Rik
chrX,1700011M02Rik
chrX,1700012L04Rik
chrX,1700013H16Rik
chrX,1700019B21Rik
chrX,1700020N15Rik
chrX,1700031F05Rik
chrX,1700036O09Rik
chrX,1700042B14Rik
chrX,1700054O13Rik
chrX,1700080O16Rik
chrX,1700084M14Rik
chrX,1810030O07Rik
chrX,2010106E10Rik
chrX,2010204K13Rik
chrX,2210013O21Rik
chrX,2310010G23Rik
chrX,2610002M06Rik
chrX,2610018G03Rik
chrX,2810403D21Rik
chrX,3010001F23Rik
chrX,3110007F17Rik
chrX,3110067C02Rik
chrX,3632454L22Rik
chrX,3830403N18Rik
chrX,3830417A13Rik
chrX,4921511C20Rik
chrX,4921511M17Rik
chrX,4930402K13Rik
chrX,4930412D23Rik
chrX,4930415L06Rik
chrX,4930428D18Rik
chrX,4930430D24Rik
chrX,4930447F04Rik
chrX,4930453H23Rik
chrX,4930468A15Rik
chrX,4930480E11Rik
chrX,4930502E18Rik
chrX,4930503H13Rik
chrX,4930513O06Rik
chrX,4930515L19Rik
chrX,4930519F16Rik
chrX,4930524N10Rik
chrX,4930525M21Rik
chrX,4930550L24Rik
chrX,4930555B12Rik
chrX,4930557A04Rik
chrX,4930558G05Rik
chrX,4930567H17Rik
chrX,4930570D08Rik
chrX,4930578C19Rik
chrX,4930595M18Rik
chrX,4931400O07Rik
chrX,4932411N23Rik
chrX,4932429P05Rik
chrX,4932442L08Rik
chrX,4933400A11Rik
chrX,4933401B06Rik
chrX,4933402E13Rik
chrX,4933403O08Rik
chrX,4933407K13Rik
chrX,4933416E14Rik
chrX,4933416I08Rik
chrX,4933428M09Rik
chrX,4933436I01Rik
chrX,5330434G04Rik
chrX,5430402E10Rik
chrX,5430427O19Rik
chrX,5530601H04Rik
chrX,5730405O15Rik
chrX,5730412P04Rik
chrX,5730416F02Rik
chrX,6030498E09Rik
chrX,6330419J24Rik
chrX,8030474K03Rik
chrX,9530027J09Rik
chrX,9530051G07Rik
chrX,A230072C01Rik
chrX,A230072E10Rik
chrX,A630012P03Rik
chrX,A630033H20Rik
chrX,A730046J19Rik
chrX,A830080D01Rik
chrX,AA414768
chrX,AL672012.1
chrX,AL672267.1
chrX,AU015836
chrX,AU022751
chrX,AV320801
chrX,AW822252
chrX,Abcb7
chrX,Abcd1
chrX,Ace2
chrX,Acot9
chrX,Acsl4
chrX,Actrt1
chrX,Aff2
chrX,Agtr2
chrX,Aifm1
chrX,Akap4
chrX,Akap14
chrX,Akap17b
chrX,Alas2
chrX,Alg13
chrX,Amd-ps1
chrX,Amelx
chrX,Amer1
chrX,Ammecr1
chrX,Amot
chrX,Ap1s2
chrX,Ap3s1-ps1
chrX,Apex2
chrX,Apln
chrX,Apoo
chrX,Apool
chrX,Ar
chrX,Araf
chrX,Arhgap4
chrX,Arhgap6
chrX,Arhgap36
chrX,Arhgef6
chrX,Arhgef9
chrX,Arl13a
chrX,Armcx1
chrX,Armcx2
chrX,Armcx3
chrX,Armcx4
chrX,Armcx5
chrX,Armcx6
chrX,Arr3
chrX,Arx
chrX,Arxes1
chrX,Arxes2
chrX,Asb9
chrX,Asb11
chrX,Asb12
chrX,Asmt
chrX,Astx1a
chrX,Astx1b
chrX,Astx1c
chrX,Astx2
chrX,Astx3
chrX,Astx4a
chrX,Astx4b
chrX,Astx4c
chrX,Astx4d
chrX,Astx5
chrX,Astx6
chrX,Atg4a
chrX,Atp1b4
chrX,Atp2b3
chrX,Atp6ap1
chrX,Atp6ap2
chrX,Atp7a
chrX,Atp11c
chrX,Atrx
chrX,Avpr2
chrX,Awat1
chrX,Awat2
chrX,B230119M05Rik
chrX,B630019K06Rik
chrX,BC022960
chrX,BC023829
chrX,BC049702
chrX,BC061195
chrX,BC065397
chrX,Bcap31
chrX,Bcor
chrX,Bcorl1
chrX,Bex1
chrX,Bex2
chrX,Bex4
chrX,Bgn
chrX,Bhlhb9
chrX,Bmp15
chrX,Bmx
chrX,Brcc3
chrX,Brs3
chrX,Brwd3
chrX,Btk
chrX,C1galt1c1
chrX,C77370
chrX,C230004F18Rik
chrX,C330007P06Rik
chrX,C330013F16Rik
chrX,C430049B03Rik
chrX,Cacna1f
chrX,Capn6
chrX,Car5b
chrX,Cask
chrX,Ccdc22
chrX,Ccdc120
chrX,Ccdc160
chrX,Ccnb3
chrX,Cd40lg
chrX,Cd99l2
chrX,Cdk16
chrX,Cdkl5
chrX,Cdr1
chrX,Cdx4
chrX,Cenpi
chrX,Cetn2
chrX,Cfp
chrX,Chdc2
chrX,Chic1
chrX,Chm
chrX,Chrdl1
chrX,Chst7
chrX,Cited1
chrX,Clcn5
chrX,Cldn2
chrX,Cnga2
chrX,Cnksr2
chrX,Col4a5
chrX,Col4a6
chrX,Cox7b
chrX,Cpxcr1
chrX,Csnk2a1-ps
chrX,Cstf2
chrX,Ctag2
chrX,Ctps2
chrX,Cul4b
chrX,Cxcr3
chrX,Cxx1a
chrX,Cxx1b
chrX,Cxx1c
chrX,Cybb
chrX,Cylc1
chrX,Cypt1
chrX,Cypt2
chrX,Cypt3
chrX,Cypt14
chrX,Cypt15
chrX,Cysltr1
chrX,D330045A20Rik
chrX,DXBay18
chrX,Dach2
chrX,Dcaf12l1
chrX,Dcaf12l2
chrX,Dcx
chrX,Ddx3x
chrX,Ddx26b
chrX,Dgat2l6
chrX,Dgkk
chrX,Diap2
chrX,Dkc1
chrX,Dlg3
chrX,Dmd
chrX,Dmrtc1a
chrX,Dmrtc1b
chrX,Dmrtc1c1
chrX,Dmrtc1c2
chrX,Dnase1l1
chrX,Dock11
chrX,Drp2
chrX,Drr1
chrX,Dusp9
chrX,Dusp21
chrX,Dynlt3
chrX,E230019M04Rik
chrX,E330010L02Rik
chrX,E530001F21Rik
chrX,Ebp
chrX,Eda
chrX,Eda2r
chrX,Efhc2
chrX,Efnb1
chrX,Egfl6
chrX,Eif1ax
chrX,Eif2c5
chrX,Eif2s3x
chrX,Elf4
chrX,Elk1
chrX,Emd
chrX,Enox2
chrX,Eras
chrX,Ercc6l
chrX,Esx1
chrX,Etd
chrX,F8
chrX,F8a
chrX,F9
chrX,F630028O10Rik
chrX,Fam3a
chrX,Fam46d
chrX,Fam47c
chrX,Fam50a
chrX,Fam120c
chrX,Fam122b
chrX,Fam122c
chrX,Fam199x
chrX,Fam220-ps
chrX,Fancb
chrX,Fate1
chrX,Fgd1
chrX,Fgf13
chrX,Fgf16
chrX,Fhl1
chrX,Figf
chrX,Firre
chrX,Flna
chrX,Fmr1
chrX,Fmr1nb
chrX,Fnd3c2
chrX,Fndc3c1
chrX,Foxo4
chrX,Foxp3
chrX,Foxr2
chrX,Frmd7
chrX,Frmpd3
chrX,Frmpd4
chrX,Fthl17
chrX,Ftsj1
chrX,Ftx
chrX,Fundc1
chrX,Fundc2
chrX,G6pdx
chrX,G530011O06Rik
chrX,Gab3
chrX,Gabra3
chrX,Gabre
chrX,Gabrq
chrX,Gata1
chrX,Gdi1
chrX,Gdpd2
chrX,Gemin8
chrX,Gja6
chrX,Gjb1
chrX,Gla
chrX,Glod5
chrX,Glra2
chrX,Glra4
chrX,Gm9
chrX,Gm40
chrX,Gm41
chrX,Gm44
chrX,Gm362
chrX,Gm364
chrX,Gm371
chrX,Gm378
chrX,Gm379
chrX,Gm381
chrX,Gm382
chrX,Gm595
chrX,Gm614
chrX,Gm648
chrX,Gm649
chrX,Gm650
chrX,Gm715
chrX,Gm732
chrX,Gm773
chrX,Gm1140
chrX,Gm1141
chrX,Gm1720
chrX,Gm1848
chrX,Gm1862
chrX,Gm1866
chrX,Gm1947
chrX,Gm1989
chrX,Gm1993
chrX,Gm2003
chrX,Gm2005
chrX,Gm2012
chrX,Gm2030
chrX,Gm2066
chrX,Gm2092
chrX,Gm2101
chrX,Gm2117
chrX,Gm2155
chrX,Gm2165
chrX,Gm2174
chrX,Gm2182
chrX,Gm2200
chrX,Gm2214
chrX,Gm2223
chrX,Gm2231
chrX,Gm2288
chrX,Gm2309
chrX,Gm2318
chrX,Gm2759
chrX,Gm2768
chrX,Gm2777
chrX,Gm2784
chrX,Gm2799
chrX,Gm2825
chrX,Gm2854
chrX,Gm2863
chrX,Gm2892
chrX,Gm2913
chrX,Gm2927
chrX,Gm2933
chrX,Gm2964
chrX,Gm3657
chrX,Gm3669
chrX,Gm3677
chrX,Gm3681
chrX,Gm3701
chrX,Gm3706
chrX,Gm3712
chrX,Gm3750
chrX,Gm3757
chrX,Gm3763
chrX,Gm3880
chrX,Gm3928
chrX,Gm3931
chrX,Gm3943
chrX,Gm4234
chrX,Gm4281
chrX,Gm4297
chrX,Gm4725
chrX,Gm4726
chrX,Gm4732
chrX,Gm4746
chrX,Gm4750
chrX,Gm4760
chrX,Gm4764
chrX,Gm4772
chrX,Gm4773
chrX,Gm4779
chrX,Gm4784
chrX,Gm4789
chrX,Gm4836
chrX,Gm4853
chrX,Gm4906
chrX,Gm4907
chrX,Gm4908
chrX,Gm4909
chrX,Gm4910
chrX,Gm4911
chrX,Gm4912
chrX,Gm4913
chrX,Gm4914
chrX,Gm4915
chrX,Gm4916
chrX,Gm4917
chrX,Gm4918
chrX,Gm4919
chrX,Gm4937
chrX,Gm4984
chrX,Gm4985
chrX,Gm4986
chrX,Gm4987
chrX,Gm4989
chrX,Gm4991
chrX,Gm4992
chrX,Gm4993
chrX,Gm4994
